1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 1 1 1 0 6 0 1 0 0 0 0 0 0 0 0 0 0 1
1 1 1 1 0 2 6 0 1 0 0 0 0 0 0 0 0 0 0 1
1 1 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
1 1 0 2 3 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1
1 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1
1 6 6 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
//0-grass, 1-wall, 2-brick, 3-player, 4-doors, 5-key, 6-warehouse, 7-exit
